,Index,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
394,394,27251,Best BBQ Rub in Texas,bottle seasoning salt^paprika^chili powder^ground ginger^ground nutmeg^ground dry mustard^ground cloves^dry mesquite flavored seasoning mix^garlic salt^black pepper^packed brown sugar,"[  ^ directions : Prep  ^,  15 m  ^  Ready In  ^  15 m  ^   ^In a large bowl, mix seasoning salt, paprika, chili powder, ginger, nutmeg, dry mustard, cloves, dry mesquite flavored seasoning mix, garlic salt, black pepper and brown sugar.   ^]",15,15,30,medium,https://images.media-allrecipes.com/userphotos/250x250/211614.jpg
395,395,220616,Kicked-Up Potato Pancakes,large potatoes^shredded deli smoked ham^eggs^shredded mozzarella cheese^onion powder^garlic powder^salt and ground black pepper to taste^olive oil for frying^green onion^grated Parmesan cheese,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  20 m  ^  Ready In  ^  35 m  ^  Combine potatoes, ham, eggs, mozzarella cheese, onion powder, garlic powder, salt, and black pepper in a bowl.  ^  Heat a large skillet over medium-low heat. Pour enough olive oil to cover bottom of pan.  ^  Scoop up about 1/2 cup of potato mixture per pancake and form into a patty. Repeat, making 8 patties in all.  ^  Place 4 pancakes at time in hot olive oil. Cook until browned, about 4 minutes on each side. Transfer to paper towel-lined plate.  ^   ^Sprinkle with green onion and Parmesan cheese.   ^]",15,20,35,medium,https://images.media-allrecipes.com/userphotos/720x405/793711.jpg
396,396,25364,Aimee's Quick Chicken,skinless boneless chicken breast halves^Dijon mustard^teriyaki sauce^bacon bits^grated Parmesan cheese,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  30 m  ^  Ready In  ^  35 m  ^  Preheat oven to 400 degrees F (200 degrees C).  ^  Place chicken in a 9x13 inch baking dish. Slather mustard evenly over chicken, then pour teriyaki sauce evenly over all. Sprinkle with bacon bits, then cover with cheese.  ^   ^Bake at 400 degrees F (200 degrees C) for 30 minutes.   ^]",5,30,35,medium,https://images.media-allrecipes.com/userphotos/250x250/992837.jpg
397,397,30522,Unbelievable Chicken,cider vinegar^prepared coarse-ground mustard^garlic^lime juiced^lemon juiced^brown sugar^salt^ground black pepper to taste^olive oil^skinless boneless chicken breast halves,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  20 m  ^  Ready In  ^  9 h  ^  In a large glass bowl, mix the cider vinegar, mustard, garlic, lime juice, lemon juice, brown sugar, salt, and pepper. Whisk in the olive oil. Place chicken in the mixture. Cover, and marinate 8 hours, or overnight.  ^  Preheat an outdoor grill for high heat.  ^   ^Lightly oil the grill grate. Place chicken on the prepared grill, and cook 6 to 8 minutes per side, until juices run clear. Discard marinade.   ^]",15,20,35,medium,https://images.media-allrecipes.com/userphotos/720x405/4134422.jpg
398,398,212346,Creamy Mustard and Tarragon Chicken,all-purpose flour^salt and pepper to taste^olive oil^butter^skinless boneless chicken breast halves^finely chopped red onion^low-sodium chicken broth^dry white wine^Dijon mustard^sour cream^chopped fresh tarragon,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  20 m  ^  Ready In  ^  30 m  ^  Place the flour in a shallow dish and season lightly with salt and pepper. Heat the olive oil and butter in a large skillet over medium-high heat. Season the chicken breasts with salt and pepper and dredge each in the flour.  ^  Cook the chicken in the hot oil and butter until golden, about 3 minutes. Flip chicken and brown on the other side, 3 additional minutes. Remove chicken from skillet and tent with foil.  ^  Reduce heat to medium. Stir the red onion into the oil and butter that remains in the skillet. Cook until softened, 2 to 3 minutes. Pour the chicken broth into the pan, and simmer while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Pour in the wine and bring back to a simmer. Cook the sauce until reduced by half, about 3 minutes. Return chicken to the pan along with any juices that have accumulated. Simmer chicken in the sauce until it is cooked through and no longer pink in the center, 3 to 4 minutes. Transfer chicken to a warmed platter.  ^   ^Whisk the mustard and sour cream into the sauce; stir in the tarragon. Spoon sauce over chicken to serve.   ^]",10,20,30,medium,https://images.media-allrecipes.com/userphotos/720x405/2516917.jpg
399,399,173959,Tsao Mi Fun (Taiwanese Fried Rice Noodles),thinly sliced pork loin^soy sauce^rice wine^white pepper^Chinese five-spice powder^cornstarch^dried Chinese black mushrooms^dried rice vermicelli^vegetable oil^eggs beaten^garlic^dried small shrimp^carrots^onion^bean sprouts^leaves napa cabbage thinly sliced^salt to taste^sprigs fresh cilantro for garnish,"[  ^ directions : Prep  ^,  35 m  ^  Cook  ^  15 m  ^  Ready In  ^  1 h 10 m  ^  Place the pork into a mixing bowl and pour in the soy sauce and rice wine. Sprinkle with the white pepper, five-spice powder, and cornstarch. Mix well, then set aside to marinate. Soak the mushrooms in a bowl of cold water for 20 minutes, then pour off the water, cut off and discard the stems of the mushrooms. Slice the mushrooms thinly and reserve. Soak the rice vermicelli in a separate bowl of cold water for 10 minutes, then pour off the water and set the noodles aside.  ^  Heat 1 tablespoon of the vegetable oil in a wok or large skillet over medium heat. Pour in the eggs, and cook until firm, flipping once, to make a pancake. Remove the egg pancake, and allow to cool, then thinly slice and place into a large bowl. Heat 2 more tablespoons of the vegetable oil in the wok over high heat. Stir in the garlic and dried shrimp, and cook until the shrimp become aromatic, about 20 seconds. Next, add the pork along with the marinade, and cook until the pork is no longer pink, about 4 minutes. Stir in the carrots and onion, and cook until the carrots begin to soften, about 3 minutes. Finally, add the bean sprouts, napa cabbage, and sliced mushrooms; cook and stir until the vegetables are tender, about 3 minutes more. Scrape the pork mixture into the bowl along with the eggs, then wipe out the wok and return it to the stove over medium-high heat.  ^   ^Heat the remaining vegetable oil in the wok, then stir in the drained rice vermicelli noodles. Cook and stir for a few minutes until the noodles soften, then stir in the reserved pork mixture. Scrape the mixture in to a serving bowl and garnish with cilantro to serve.   ^]",35,15,50,medium,https://images.media-allrecipes.com/userphotos/250x250/783248.jpg
400,400,59053,Sadie's Longboy Cheeseburgers,lean ground beef^salt^pepper^ketchup^chopped onion^Worcestershire sauce^crushed cornflakes cereal^evaporated milk^loaf Italian bread cut in half lengthwise^American cheese,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  35 m  ^  Ready In  ^  50 m  ^  Preheat the oven to 375 degrees F (190 degrees C).  ^  In a medium bowl, mix together the ground beef, salt, pepper, ketchup, onion, Worcestershire sauce, cornflakes, and evaporated milk until evenly blended. Divide the mixture in half, and spread onto the cut side of each half of the loaf of bread. Place them crust side down onto a baking sheet.  ^   ^Bake for 30 to 35 minutes in the preheated oven, until meat is no longer pink. During the last 5 minutes of baking, place the slices of cheese over the top to melt. Depending on how many you are cooking for, you can cut into smaller pieces or serve in larger sections. Enjoy.   ^]",15,35,50,medium,https://images.media-allrecipes.com/userphotos/720x405/5102047.jpg
401,401,87845,Manicotti Italian Casserole,rigatoni pasta^ground beef^Italian sausage^mushrooms drained^spaghetti sauce^shredded mozzarella cheese^thinly sliced pepperoni,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  30 m  ^  Ready In  ^  40 m  ^  Preheat oven to 350 degrees F (175 degrees C).  ^  Bring a large pot of lightly salted water to boil. Pour in rigatoni, and cook until al dente, about 8 to 10 minutes. Drain, and set pasta aside.  ^  Meanwhile, brown ground beef and italian sausage in a large skillet over medium heat. With a slotted spoon, remove beef and sausage to a baking dish. Stir mushrooms, spaghetti sauce, and cooked pasta into the baking dish. Sprinkle cheese and pepperoni over the top.  ^   ^Bake in preheated oven until the cheese is brown and bubbly, about 20 minutes.   ^]",10,30,40,medium,https://images.media-allrecipes.com/userphotos/250x250/261615.jpg
402,402,147205,My Thai Chicken Wraps,rotisserie chicken^minced garlic^minced fresh ginger^coleslaw mix with carrots^chopped fresh basil^white sugar^black pepper to taste^hoisin sauce^soy sauce^white vinegar^head green leaf lettuce leaves separated rinsed and patted dry^Thai-style peanut sauce,"[  ^ directions : Prep  ^,  30 m  ^  Cook  ^  10 m  ^  Ready In  ^  40 m  ^  Heat a large skillet over medium-high heat. Add chicken, garlic, ginger, coleslaw mix, basil, sugar, and pepper. Pour in hoisin sauce, soy sauce, and vinegar. Bring to a simmer, and cook and stir until the chicken is hot, and the liquid has been absorbed, about 10 minutes.  ^   ^To serve, line a platter with lettuce leaves, and pour the chicken mixture into the center of the platter. Each diner assembles their own wraps by placing some of the chicken mixture onto a lettuce leaf, adding a little peanut sauce, then rolling into a cylinder.   ^]",30,10,40,medium,https://images.media-allrecipes.com/userphotos/250x250/249314.jpg
403,403,165047,Stuffed and Wrapped Chicken Breast,bacon^cream cheese^green onions^chopped red bell pepper^garlic powder^salt^pepper^skinless boneless chicken breast halves,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  35 m  ^  Ready In  ^  55 m  ^  Preheat oven to 350 degrees F (175 degrees C). Lightly grease a small baking dish.  ^  Place the bacon in a large, deep skillet. Cook over medium-high heat until the grease has mostly rendered, but the bacon is still very soft, about 3 minutes. Remove, and pat dry with paper towels; set aside.  ^  Stir together the cream cheese, green onions, bell pepper, garlic powder, salt, and pepper in a bowl until combined. Divide this mixture onto each chicken breast. Fold the breasts in half, and wrap with 2 slices of bacon. Secure with toothpicks as needed. Place into the prepared baking dish.  ^   ^Bake in the preheated oven until the chicken is no longer pink in the thickest part, 30 to 35 minutes. Remove the toothpicks before serving.   ^]",20,35,55,medium,https://images.media-allrecipes.com/userphotos/720x405/4055743.jpg
404,404,23070,Bierock Casserole,chopped onion^lean ground beef^sauerkraut drained and pressed dry^refrigerated crescent rolls^shredded Cheddar cheese,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  25 m  ^  Ready In  ^  45 m  ^  Preheat oven to 350 degrees F (175 degrees C).  ^  Brown onion and ground beef in a large skillet over medium high heat; drain extra fat out of skillet, then stir in drained sauerkraut. Heat through and set aside.  ^  Press 1 package of crescent roll dough into the bottom of a lightly greased 9x13 inch baking dish. Spread beef mixture on top, then lay 2nd package of crescent roll dough over the top of the beef mixture. Press dough seams together and sprinkle all with cheese.  ^   ^Bake in preheated oven for 25 to 30 minutes, or until golden brown.   ^]",20,25,45,medium,https://images.media-allrecipes.com/userphotos/250x250/452646.jpg
405,405,231315,1-2-3 Jambalaya,Johnsonville® Andouille Dinner Sausage cut into 1/4-inch slices^raw shrimp^Cajun Creole seasoning^olive oil^Jambalaya Rice Mix^diced tomatoes drained and divided^Worcestershire sauce^hot pepper sauce^chopped fresh parsley,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  25 m  ^  Ready In  ^  30 m  ^  In a bowl, combine sausage, shrimp or chicken with Creole seasoning; toss to coat. In a skillet, heat oil over medium heat. Add sausage, shrimp or chicken, cooking and stirring until shrimp turn pink or chicken is no longer pink, about 3-5 minutes.  ^  In a saucepan, prepare rice mix according to package directions. In addition, add one-half of the tomatoes into the rice preparation. After 12 minutes of cooking, add remaining tomatoes, Worcestershire sauce, hot pepper sauce and parsley. Continue to cook on low, covered, until liquid is absorbed and rice is tender.  ^   ^Add sausage, shrimp or chicken to rice, stir until heated through. Serve.   ^]",5,25,30,medium,https://images.media-allrecipes.com/userphotos/720x405/4536610.jpg
406,406,256789,Philly Cheesesteak Dip,loaf Italian bread^vegetable oil^coarsely chopped green pepper^coarsely chopped onion^McCormick® Brown Gravy Mix^processed cheese sauce (such as Cheez Whiz®)^milk^deli roast beef,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  20 m  ^  Ready In  ^  35 m  ^  Preheat oven to 350 degrees F. Place bread on baking sheet sprayed with no stick cooking spray. Cut an oval or elongated football shape on top of bread and remove bread center to make room for the dip. Tear removed bread top and bread center into bite-size pieces. Set aside for serving.  ^  Heat oil in large skillet on medium-high heat. Add vegetables; cook and stir 3 minutes or until tender-crisp. Stir Gravy Mix, cheese sauce, milk and roast beef into skillet until well blended. Spoon dip into bread.  ^   ^Bake 15 minutes or until heated through. Serve dip with bread pieces. Drizzle with additional cheese sauce, if desired.   ^]",15,20,35,medium,https://images.media-allrecipes.com/userphotos/720x405/3653440.jpg
407,407,231271,Ham It Up Spaghetti,angel hair pasta^condensed cream of chicken soup^milk^dried minced onion^dried parsley^Worcestershire sauce^cubed fully cooked ham^shredded Cheddar cheese,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  25 m  ^  Ready In  ^  40 m  ^  Preheat oven to 375 degrees F (190 degrees C). Lightly grease a 2 1/2-quart baking dish.  ^  Bring a large pot of lightly salted water to a boil. Cook angel hair pasta in boiling water, stirring occasionally, until cooked through but firm to the bite, 4 to 5 minutes; drain.  ^  Combine cream of chicken soup, milk, dried minced onion, parsley, and Worcestershire sauce in a large bowl; add cooked angel hair pasta and ham. Transfer pasta mixture to the prepared baking dish. Sprinkle Cheddar cheese over the pasta mixture. Cover dish with aluminum foil.  ^   ^Bake in preheated oven for 15 minutes; remove foil and continue baking until top is lightly browned, about 5 minutes more.   ^]",15,25,40,medium,https://images.media-allrecipes.com/userphotos/720x405/3921158.jpg
408,408,214052,Deviled Egg Dip,eggs^bacon^light mayonnaise^shredded mozzarella cheese^paprika^white sugar^white wine vinegar^mustard^paprika for garnish,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  15 m  ^  Ready In  ^  1 h  ^  Place the eggs into a saucepan in a single layer and fill with water to cover the eggs by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Remove from the heat and let the eggs stand in the hot water for 15 minutes. Drain. Cool the eggs under cold running water. Peel and chop the cooled eggs.  ^  Cook the bacon in a large, deep skillet over medium-high heat until evenly browned, about 10 minutes. Drain on a paper towel-lined plate; crumble once cool.  ^   ^Combine the eggs, bacon, mayonnaise, mozzarella cheese, paprika, sugar, white wine vinegar, and mustard in a bowl to make a chunky dip. Garnish with paprika.   ^]",15,15,30,medium,https://images.media-allrecipes.com/userphotos/720x405/3637646.jpg
409,409,175631,Mu Shu Pork,soy sauce^white wine^sesame oil^cornstarch^pork tenderloin^dried shiitake mushrooms^sliced green onions^minced garlic^peeled and minced fresh ginger^head napa cabbage^soy sauce^white wine^cornstarch^white sugar^ground black pepper^vegetable oil^sesame oil^large eggs beaten^white wine^hoisin sauce^soy sauce^sesame oil^frozen Chinese moo shu pancakes thawed and warmed,"[  ^ directions : Prep  ^,  40 m  ^  Cook  ^  15 m  ^  Ready In  ^  1 h 55 m  ^  Place 2 tablespoons of soy sauce, 2 tablespoons of white wine, 1 teaspoon of sesame oil, and 2 teaspoons of cornstarch in a non-reactive bowl, and stir until smooth. Stir the pork strips into the marinade until thoroughly coated, and refrigerate for 1 hour.  ^  Pour hot water over the shiitake mushrooms in a bowl, and allow to soften for 15 to 20 minutes. Drain, pat dry, remove any hard stem pieces, and finely chop the mushrooms. Combine the mushrooms, green onions, garlic, and ginger in a bowl, and set aside.  ^  Remove the leaves from the Napa cabbage, and tear the green leafy portions from the central stalks of the leaves. Slice the stalks the long way into thin slices, then cut them into 1-inch pieces. Finely chop the green leafy portions, and set aside the sliced stems and chopped leaves in separate bowls.  ^  In a small bowl, stir together 3 tablespoons of soy sauce, 3 tablespoons of white wine, 1/2 teaspoon of cornstarch, sugar, and ground black pepper. Set the mixture aside.  ^  Heat vegetable oil and 1 teaspoon of sesame oil in a wok over medium-high heat, and cook and stir the marinated pork until cooked through, no longer pink, and the edges have begun to brown, about 5 minutes. Remove the pork to a bowl.  ^  Pour the beaten eggs into the hot wok, adding more vegetable oil if necessary, and cook and stir until the eggs are scrambled, firm, and well-broken up, about 2 minutes. Stir in the mushroom mixture, and cook and stir 1 to 2 minutes; then stir in the Napa cabbage stem pieces. Cook and stir until the stem pieces are hot but still crunchy, about 1 minute, and then add the chopped cabbage leaves. Pour in 2 tablespoons of white wine, cook and stir the mixture until hot, about 1 more minute, then mix in the cooked pork and the reserved cornstarch mixture. Stir everything together until slightly thickened and hot, about 2 minutes.  ^   ^Mix the hoisin sauce, 1 tablespoon of soy sauce, and 1 teaspoon of sesame oil in a small bowl until thoroughly combined. To serve, spread about 1 tablespoon of hoisin mixture on each pancake, top with about 1/2 cup of the pork mixture, roll, and serve.   ^]",40,15,55,medium,https://images.media-allrecipes.com/userphotos/720x405/4464357.jpg
410,410,8870,BBQ Chicken Salad,skinless boneless chicken breast halves^celery^large red bell pepper^red onion^sweet corn^barbeque sauce^fat-free mayonnaise,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  20 m  ^  Ready In  ^  50 m  ^  Preheat grill for high heat.  ^  Lightly oil grate. Grill chicken 10 minutes on each side, or until juices run clear. Remove from heat, cool, and cube.  ^  In a large bowl, toss together the chicken, celery, red bell pepper, onion, and corn.  ^   ^In a small bowl, mix together the barbeque sauce and mayonnaise. Pour over the chicken and veggies. Stir, and chill until ready to serve.   ^]",15,20,35,medium,https://images.media-allrecipes.com/userphotos/720x405/2111579.jpg
411,411,212499,Creamy PHILADELPHIA® Pasta Primavera,penne pasta^KRAFT Light Zesty Italian Dressing^boneless skinless chicken breasts^zucchini cut into chunks^cut-up fresh asparagus (1-inch lengths)^red pepper^fat-free reduced-sodium chicken broth^PHILADELPHIA 1/3 Less Fat Cream Cheese cubed^KRAFT Grated Parmesan Cheese,"[  ^ directions : Prep  ^,  15 m  ^  Ready In  ^  30 m  ^  Cook pasta as directed on package.  ^  Meanwhile, heat dressing in large skillet on medium heat. Add chicken and vegetables; cook 10 to 12 min. or until chicken is cooked through, stirring frequently. Add broth and cream cheese; cook 1 min. or until cheese is melted, stirring constantly. Add Parmesan cheese; mix well.  ^   ^Drain pasta; return to pot. Add chicken and vegetable mixture; toss lightly. Cook 1 min. or until heated through. (Sauce will thicken upon standing.)   ^]",15,30,45,medium,https://images.media-allrecipes.com/userphotos/720x405/13932.jpg
412,412,15216,Crispy Crunchy Chicken Strips,skinless boneless chicken breasts^egg^orange juice^molasses^honey^buttery round crackers,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  20 m  ^  Ready In  ^  40 m  ^  Preheat oven to 400 degrees F (200 degrees C).  ^  Cut chicken breasts into strips. Whisk egg and juice together in a medium bowl. Stir in molasses and honey. Dip chicken strips into egg mixture. Pour cracker crumbs into a resealable plastic bag. Put egg coated chicken pieces in bag, seal and shake to coat with crumbs.  ^   ^Place breaded chicken on a foil-lined cookie sheet and bake in the preheated oven for 10 minutes. Flip the chicken strips and turn the pan, then bake for another 10 minutes.   ^]",20,20,40,medium,https://images.media-allrecipes.com/userphotos/720x405/3697284.jpg
413,413,17247,Spaghetti Casserole I,spaghetti^ground turkey^large onion^large green bell pepper^garlic^tomatoes chopped^ketchup^shredded reduced-fat Cheddar cheese,"[  ^ directions : Prep  ^,  30 m  ^  Cook  ^  15 m  ^  Ready In  ^  45 m  ^  Preheat oven to 350 degrees F (175 degrees C).  ^  Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain and set aside.  ^  In a large skillet, brown turkey over medium heat. Remove turkey from skillet to a large bowl; do not drain any grease left in skillet.  ^  Add onion and bell pepper to skillet; saute until softened. Add garlic to saute for 2 minutes and add tomatoes; mix well and remove from heat.  ^  Add vegetable mixture to turkey and stir in ketchup to coat; mix well. In a 9x13 inch baking dish, spread mixture and top with spaghetti and cheese.  ^   ^Bake in preheated oven for about 30 minutes or until heated through and cheese is melted; serve.   ^]",30,15,45,medium,https://images.media-allrecipes.com/userphotos/250x250/657293.jpg
414,414,20727,Meal in Foil,ground beef chuck^potato^carrot^sweet onion^butter^salt and pepper to taste,"[ \ directions\ :  ^Prep  ^  10 m  ^  Cook  ^  30 m  ^  Ready In  ^  40 m  ^  Preheat an outdoor grill for high heat. Lightly grease one side of a large piece of heavy foil.  ^   ^Form ground beef chuck into a patty, and place in the center of the foil s prepared side. Arrange potato, carrot and sweet onion around the beef. Top with butter. Salt and pepper to taste. Tightly seal the foil around the beef and vegetables.  ^,  Place the sealed foil packet on the prepared grill. Turning frequently, cook approximately 30 minutes, or to desired doneness.  ^ ]",10,30,40,medium,https://images.media-allrecipes.com/userphotos/720x405/4524005.jpg
415,415,218631,Homemade Chili in a Can,lean ground beef^onion^minced garlic^taco seasoning mix^diced stewed tomatoes with chili seasonings^chili beans^tomato sauce^diced green chilies,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  40 m  ^  Ready In  ^  50 m  ^  Place ground beef into a soup pot over medium heat, and cook and stir until the meat is browned, breaking it up into crumbles as it cooks, about 10 minutes. Stir in onion and garlic, and cook until the onion is translucent, about 5 more minutes. Drain excess grease if necessary, and sprinkle the meat with taco seasoning mix; cook the meat with the seasoning for 1 or 2 more minutes.  ^   ^Pour in the chili-flavored tomatoes, chili beans, tomato sauce, and diced green chilies, and stir to combine; simmer for 30 minutes to blend flavors.   ^]",10,40,50,medium,https://images.media-allrecipes.com/userphotos/250x250/103341.jpg
416,416,239678,Chicken Chilaquiles from Campbell's Kitchen,corn tortillas^vegetable oil^medium onion^dried oregano leaves crushed^garlic^Campbell's® Condensed Tomato Chipotle & Olive Oil Soup^water^shredded cooked chicken^freshly cracked black pepper^shredded Monterey Jack cheese^chopped fresh cilantro leaves^wedges lime,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  20 m  ^  Ready In  ^  40 m  ^  Heat the oven to 350 degrees F. Arrange the tortilla strips on 2 baking sheets.  ^  Bake for 10 minutes or until the tortilla strips are crisp and lightly browned. Reserve 5 tortilla strips.  ^  Heat the oil in a 12-inch skillet over medium-high heat. Add the onion and oregano and cook for 2 minutes, stirring occasionally. Add the garlic and cook and stir for 1 minute.  ^  Stir in the soup and water and heat to a boil. Reduce the heat to medium. Cook, uncovered, for 5 minutes. Stir in the chicken and black pepper and cook until the mixture is hot and bubbling.  ^   ^Stir in the remaining tortilla strips and cook until the mixture is hot. Remove the skillet from the heat. Sprinkle the chicken mixture with the cheese. Top with the reserved tortilla strips and the cilantro, if desired. Serve with the lime wedges.   ^]",20,20,40,medium,https://images.media-allrecipes.com/userphotos/720x405/4497557.jpg
417,417,222350,Authentic Pad Thai,dried rice noodles^white sugar^distilled white vinegar^fish sauce^tamarind paste^vegetable oil^boneless skinless chicken breast halves^vegetable oil^garlic^eggs beaten^white sugar^salt^coarsely ground peanuts^bean sprouts^chopped fresh chives^paprika^lime cut into wedges,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  15 m  ^  Ready In  ^  1 h  ^  Place rice noodles in a large bowl and cover with several inches of room temperature water; let soak for 30 to 60 minutes. Drain.  ^  Whisk sugar, vinegar, fish sauce, and tamarind paste in a saucepan over medium heat. Bring to a simmer, remove from heat.  ^  Heat 1 tablespoon vegetable oil in a skillet over medium-high heat. Add chicken; cook and stir until chicken is cooked through, 5 to 7 minutes. Remove from heat.  ^  Heat 1 tablespoon oil and minced garlic in a large skillet or wok over medium-high heat. Stir in eggs; scramble until eggs are nearly cooked through, about 2 minutes. Add cooked chicken breast slices and rice noodles; stir to combine.  ^   ^Stir in tamarind mixture, 1 1/2 tablespoons sugar, and salt; cook until noodles are tender, 3 to 5 minutes. Stir in peanuts; cook until heated through, 1 to 2 minutes. Garnish with bean sprouts, chives, paprika, and lime wedges.   ^]",15,15,30,medium,https://images.media-allrecipes.com/userphotos/250x250/655015.jpg
418,418,19129,Chicken Jerusalem II,skinless boneless chicken breast halves^chicken stock^garlic^small onion^white wine^sliced fresh mushrooms^artichoke hearts drained^heavy cream^salt and pepper to taste,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  40 m  ^  Ready In  ^  45 m  ^  Preheat oven to 325 degrees F (165 degrees C).  ^  Place chicken in a 9x13 inch baking dish. Bake for 25 to 30 minutes, or until chicken is no longer pink and juices run clear.  ^  While the chicken is baking, place the chicken stock, garlic, and onion in a medium saucepan. Bring to a boil, and cook until liquid is reduced by half. Stir in wine, and continue to cook until reduced and slightly thickened.  ^   ^Add the mushrooms and artichokes to the chicken stock mixture. Reduce heat, and simmer until mushrooms are tender. Stir in the heavy cream, and cook, stirring occasionally, until thickened. Season with salt and pepper, and serve over the baked chicken.   ^]",5,40,45,medium,https://images.media-allrecipes.com/userphotos/250x250/491770.jpg
419,419,220265,Creamy Asparagus and Peas Pasta,bacon^fresh asparagus trimmed and cut into 1-inch pieces^fresh peas^onion^lemon juiced^salt and ground black pepper to taste^fresh fettuccine pasta^heavy cream^shredded Italian three-cheese blend,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  30 m  ^  Ready In  ^  50 m  ^  Place bacon in a large saucepan and cook over medium-high heat until bacon is evenly browned, about 10 minutes. Stir occasionally while cooking. Drain the bacon grease from the pan, and transfer bacon to a paper towel-lined plate.  ^  Bring a large pot of water to a boil and stir in asparagus and peas; stir occasionally and cook until the vegetables are slightly softened but still bright green, about 5 minutes. Drain and set aside.  ^  Cook and stir onion until translucent over medium heat in the same pan as bacon, about 5 minutes; stir in asparagus, peas, and bacon pieces.  ^  Squeeze lemon juice over the asparagus mixture; season with salt and black pepper.  ^  Bring a large pot of salted water to a boil and stir in the fettuccine; cook, stirring often, until fettuccine are tender, about 5 minutes. Drain well.  ^  Stir hot fettuccine into the pan with asparagus mixture over medium-low heat and toss gently to combine.  ^  Stir in cream and bring mixture to a simmer.  ^   ^Sprinkle cheese blend over the mixture and allow to stand until the cheese melts, about 5 minutes; stir cheese lightly into the fettuccine and vegetables to serve.   ^]",20,30,50,medium,https://images.media-allrecipes.com/userphotos/720x405/2268564.jpg
420,420,240488,"Pork Loin, Apples, and Sauerkraut",sauerkraut drained^Granny Smith apples sliced^large onion^caraway seeds^apple cider divided^brown sugar^Rub:^Thai seasoning^salt^garlic powder^ground black pepper^boneless pork loin roast,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  2 h 30 m  ^  Ready In  ^  2 h 45 m  ^  Preheat oven to 325 degrees F (165 degrees C).  ^  Mix sauerkraut, apples, onion, and caraway seeds in a large roasting pan. Stir 1/4 cup apple cider and brown sugar together in a separate bowl; pour over sauerkraut mixture.  ^  Stir Thai seasoning, salt, garlic powder, and black pepper together in a small bowl; rub onto the top and bottom of the roast.  ^  Make an indentation in the center of the sauerkraut mixture and place the seasoned roast in the indentation. Pour the remaining apple cider around the roast.  ^   ^Bake in the preheated oven for 1 hour; baste roast with juices. Continue baking roast, basting every 30 minutes, until cooked through, 2 1/2 to 3 hours. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).   ^]",15,150,165,hard,https://images.media-allrecipes.com/userphotos/720x405/876328.jpg
421,421,218939,Foolproof Rosemary Chicken Wings,chicken wings^sprigs rosemary^head garlic^olive oil^lemon pepper^seasoned salt,"[ \ directions\ :  ^Prep  ^  20 m  ^  Cook  ^  40 m  ^  Ready In  ^  1 h  ^  Preheat an oven to 350 degrees F (175 degrees C).  ^  Arrange the chicken wings, rosemary, and garlic cloves on a broiler-proof baking sheet, making sure the chicken pieces are not touching. Drizzle the olive oil over the chicken and garlic. Season the wings on all sides with the lemon pepper and seasoned salt.  ^  Bake in the preheated oven until chicken meat is no longer pink at the bone and the juices run clear, 35 to 40 minutes, turning the wings once about halfway through the cooking time. An instant-read thermometer inserted into the thickest part of a wing should read at least 160 degrees F (70 degrees C).  ^   ^Take the baking sheet from the oven and set the oven s broiler to High. Remove the garlic and rosemary from the sheet and set aside. Turn the wings again.  ^,  Broil the wings until golden brown, about 5 minutes. Garnish with the rosemary sprigs and garlic to serve.  ^ ]",20,40,60,hard,https://images.media-allrecipes.com/userphotos/720x405/1897772.jpg
